Ar,Lan,Krets_id,Jaktmarksareal,Baver,Dovhjort,Falthare,Gravling,Kaja,Kricka,Notskrika,Radjur,Rodrav,Vildsvin
2018,4,758,876,0,63,0,7,0,0,0,0,16,166
2018,4,758,1835,0,13,0,0,0,0,0,3,2,33
2018,4,758,976,0,11,0,0,0,0,0,3,0,24
2018,4,758,1556,0,2,0,0,0,0,0,6,0,16
2018,4,758,680,0,4,5,3,2,8,6,2,6,14
2018,4,758,2031,0,16,0,2,0,0,0,14,2,13
2018,4,758,480,0,11,0,0,0,0,0,0,0,8
2018,4,758,550,0,3,0,2,0,0,0,8,1,7
2018,4,758,1535,1,0,0,0,0,0,0,4,0,6
2018,4,758,188,0,0,0,0,0,0,0,1,0,5
2018,4,758,120,0,0,0,0,0,0,0,0,0,4
2018,4,758,519,0,10,0,8,0,0,0,5,1,3
2018,4,758,600,0,9,0,13,0,0,0,11,2,3
2018,4,758,852,0,37,0,4,0,0,0,0,4,1
2018,4,758,1,0,0,0,0,0,0,0,0,0,0
2018,4,758,100,0,0,3,0,0,0,0,4,0,0
2018,4,758,102,0,0,0,0,0,0,0,0,0,0
2018,4,758,263,0,0,0,0,0,0,0,1,0,0
2018,4,758,367,0,0,0,0,0,0,0,0,0,0
2018,4,758,486,0,8,0,0,0,0,0,6,0,0
2018,4,758,610,0,0,0,0,0,0,0,0,0,0
2018,4,758,805,0,0,0,0,0,0,0,0,0,0
2018,4,759,9200,3,158,4,10,0,14,0,36,14,149
2018,4,759,2349,0,24,0,0,0,0,0,6,2,93
2018,4,759,430,0,4,0,0,0,0,0,2,0,5
2018,4,759,440,0,0,0,0,0,0,0,1,0,5
2018,4,759,276,0,3,3,5,0,0,0,5,4,3
2018,4,759,364,0,3,3,5,0,0,0,5,4,3
2019,4,448,11839,2,50,4,32,0,0,11,162,41,133
2019,4,448,980,0,15,0,0,0,0,0,8,2,38
2019,4,448,286,0,0,0,0,0,0,0,8,2,25
2019,4,448,1485,0,1,4,0,0,0,0,16,0,18
2019,4,448,650,0,0,0,0,0,0,0,2,0,8
2019,4,448,1359,2,0,0,0,0,0,0,9,0,4
2019,4,448,664,0,0,0,0,0,0,0,0,0,3
2019,4,448,1521,0,0,0,2,0,0,0,11,1,3
2019,4,448,301,0,1,0,0,0,0,0,0,0,2
2019,4,448,17,0,0,0,0,0,0,0,0,0,1
2019,4,448,137,0,0,0,0,0,0,0,3,0,1
2019,4,448,445,0,0,0,0,0,0,0,1,0,1
2019,4,448,565,0,0,2,0,0,0,0,9,0,1
2019,4,448,752,0,0,0,0,0,0,0,1,0,1
2019,4,448,296,0,0,0,0,0,0,0,0,0,0
2019,4,448,445,0,0,0,0,0,0,0,0,0,0
2019,4,448,725,0,0,0,0,0,0,0,0,0,0
2019,4,448,740,0,0,0,0,0,0,0,0,0,0
2019,4,449,9705,13,206,10,20,36,35,0,84,56,285
2019,4,449,763,0,21,0,1,0,0,0,2,3,18
2019,4,449,540,0,7,0,0,0,0,0,12,0,12
2019,4,449,261,0,5,1,0,0,0,0,4,1,10
2019,4,449,200,0,25,0,0,0,0,0,0,0,8
2019,4,449,190,0,1,0,0,0,0,0,1,0,5
2019,4,449,116,0,14,0,0,0,0,0,0,0,2
2019,4,449,125,0,26,0,0,0,0,0,1,0,2
2019,4,449,200,0,24,0,0,0,0,0,0,0,2
2019,4,449,270,0,2,0,0,0,0,0,3,0,2
2019,4,449,90,0,0,0,0,0,0,0,0,0,1
2019,4,449,46,0,0,0,0,0,0,0,0,0,0
2019,4,449,50,0,0,0,0,0,0,0,0,0,0
2019,4,449,74,0,0,0,3,0,0,0,0,4,0
2019,4,449,80,0,0,0,0,0,0,0,0,0,0
2019,4,449,82,0,0,0,0,0,0,0,0,0,0
2019,4,449,85,0,1,0,0,0,0,0,0,0,0
2019,4,449,89,0,0,0,0,0,0,0,0,0,0
2019,4,449,91,0,8,0,0,0,0,0,0,0,0
2019,4,449,117,0,0,0,0,0,0,0,0,0,0
2019,4,449,120,0,0,0,0,0,0,0,0,0,0
2019,4,449,125,0,0,0,0,0,0,0,0,0,0
2019,4,449,260,0,0,0,0,0,0,0,0,0,0
2019,4,449,600,0,2,0,0,0,0,0,0,0,0
2019,4,450,3830,6,465,11,6,0,1,0,5,6,46
2019,4,450,450,3,13,0,0,0,0,0,5,1,27
2019,4,450,379,0,76,0,0,0,0,0,4,2,26
2019,4,450,669,0,65,4,0,0,0,0,2,3,22
2019,4,450,413,0,0,0,0,0,0,0,3,2,16
2019,4,450,843,0,115,0,3,0,0,0,0,9,16
2019,4,450,1760,0,127,0,11,44,0,0,13,12,16
2019,4,450,101,0,0,0,0,0,0,0,0,2,15
2019,4,450,1200,0,10,0,0,0,1,0,19,3,15
2019,4,450,199,0,14,0,0,0,0,0,4,0,10
2019,4,450,811,0,58,0,0,0,0,0,8,6,10
2019,4,450,259,0,18,0,3,0,0,0,0,0,9
2019,4,450,273,0,34,0,0,0,0,0,1,0,9
2019,4,450,664,0,50,0,0,0,0,0,6,1,9
2019,4,450,950,0,35,0,3,0,0,0,4,1,7
2019,4,450,570,0,86,0,0,0,0,0,5,5,6
2019,4,450,650,0,58,0,1,0,0,0,2,1,5
2019,4,450,358,0,11,0,0,0,0,0,4,3,4
2019,4,450,285,0,19,0,0,0,0,0,6,0,3
2019,4,450,12,0,1,0,4,0,0,3,1,1,2
2019,4,450,136,0,7,0,2,0,0,0,0,1,2
2019,4,450,80,0,1,0,0,0,0,0,0,0,1
2019,4,450,387,0,36,0,0,0,0,0,0,0,1
2019,4,450,796,0,75,0,0,0,0,0,0,0,1
2019,4,450,27,0,2,0,0,0,0,0,3,0,0
2019,4,450,34,0,1,0,0,0,0,0,0,0,0
2019,4,450,36,0,0,0,0,0,0,0,0,0,0
2019,4,450,42,0,0,0,0,0,0,0,0,0,0
2019,4,450,45,0,0,0,0,0,0,0,0,0,0
2019,4,450,67,0,0,0,1,0,0,0,1,1,0
2019,4,450,82,0,1,0,0,0,0,0,0,0,0
2019,4,450,90,0,1,0,0,0,0,0,0,0,0
2019,4,450,105,0,17,0,0,0,0,0,0,0,0
2019,4,450,113,0,2,0,0,0,0,0,0,0,0
2019,4,450,115,0,17,0,0,0,0,0,0,0,0
2019,4,450,199,0,10,0,0,0,0,0,0,0,0
2019,4,450,200,0,0,0,0,0,0,0,0,0,0
2019,4,450,240,0,0,0,0,0,0,0,0,0,0
2019,4,450,273,0,0,0,0,0,0,0,0,0,0
2019,4,450,410,0,0,0,0,0,0,0,0,0,0
2019,4,450,630,0,0,0,0,0,0,0,0,0,0
2019,4,450,642,0,0,0,0,0,0,0,0,0,0
2019,4,450,1200,0,0,0,0,0,0,0,0,0,0
2019,4,453,5600,2,342,1,5,0,0,0,7,18,168
2019,4,453,370,2,66,1,2,0,0,0,18,4,44
2019,4,453,890,0,46,7,5,0,0,0,15,8,41
2019,4,453,863,0,20,3,5,0,0,0,16,4,33
2019,4,453,732,0,10,0,0,0,0,0,4,0,25
2019,4,453,1182,1,139,0,10,71,0,0,19,3,20
2019,4,453,320,0,24,0,2,0,0,0,1,3,17
2019,4,453,600,0,21,0,4,0,0,0,13,2,15
2019,4,453,550,2,28,0,0,0,0,0,10,1,14
2019,4,453,270,7,28,0,6,0,0,0,11,1,12
2019,4,453,440,0,38,0,1,30,0,0,1,2,11
2019,4,453,550,6,3,1,0,0,0,0,14,7,11
2019,4,453,1861,0,330,0,0,0,0,0,4,8,10
2019,4,453,156,0,10,0,0,0,0,0,5,0,6
2019,4,453,254,0,14,0,0,0,0,0,2,1,6
2019,4,453,180,5,25,0,0,0,0,0,0,2,3
2019,4,453,200,0,0,0,0,0,0,0,0,0,3
2019,4,453,303,0,13,1,2,0,0,0,8,2,3
2019,4,453,1585,0,43,0,0,0,0,0,9,0,3
2019,4,453,75,0,20,7,1,0,0,0,2,1,2
2019,4,453,310,18,13,3,2,12,0,9,4,3,2
2019,4,453,361,0,6,0,0,0,0,0,2,0,2
2019,4,453,58,0,0,0,0,0,0,0,0,0,1
2019,4,453,120,0,2,0,0,0,0,0,0,0,1
2019,4,453,173,0,11,0,6,0,0,0,5,0,1
2019,4,453,177,0,1,0,0,0,0,0,3,0,1
2019,4,453,400,0,10,0,0,0,0,0,2,0,1
2019,4,453,604,0,22,0,0,0,0,0,0,1,1
2019,4,453,850,0,0,0,0,0,0,0,0,0,1
2019,4,453,32,0,0,0,0,0,0,0,0,0,0
2019,4,453,32,0,0,0,0,0,0,0,0,0,0
2019,4,453,36,0,0,0,0,0,0,0,0,0,0
2019,4,453,40,0,3,0,0,0,0,0,0,0,0
2019,4,453,40,0,0,0,0,0,0,0,0,0,0
2019,4,453,48,0,0,0,0,0,0,0,0,0,0
2019,4,453,115,0,0,0,0,0,0,0,0,0,0
2019,4,453,120,0,0,0,0,0,0,0,0,0,0
2019,4,453,139,0,0,0,0,0,0,0,0,0,0
2019,4,453,150,0,7,0,0,0,0,0,0,0,0
2019,4,453,152,0,0,0,0,0,0,0,0,0,0
2019,4,453,152,0,5,0,0,0,0,0,0,0,0
2019,4,453,161,0,3,0,0,0,0,0,0,0,0
2019,4,453,167,0,0,0,0,0,0,0,0,0,0
2019,4,453,170,0,0,0,0,0,0,0,0,0,0
2019,4,453,214,0,5,0,0,0,0,0,0,0,0
2019,4,453,220,0,0,0,0,0,0,0,0,0,0
2019,4,453,229,0,7,0,0,0,0,0,3,0,0
2019,4,453,303,0,6,0,0,0,0,0,0,0,0
2019,4,453,310,0,15,0,0,0,0,0,0,0,0
2019,4,453,310,0,27,0,0,0,0,0,0,0,0
2019,4,453,329,0,0,0,0,0,0,0,0,0,0
2019,4,453,330,0,0,0,0,0,0,0,1,0,0
2019,4,453,380,0,5,0,0,0,0,0,3,0,0
2019,4,453,554,0,0,0,0,0,0,0,0,0,0
2019,4,453,590,0,0,0,0,0,0,0,0,0,0
2019,4,453,605,0,0,0,0,0,0,0,0,0,0
2019,4,453,848,0,20,2,0,0,0,0,12,0,0
2019,4,453,1315,0,0,0,0,0,0,0,0,0,0
2019,4,454,11632,4,47,6,26,15,0,0,66,51,235
2019,4,454,1775,0,10,0,0,0,0,0,11,3,73
2019,4,454,1772,3,3,1,4,0,0,0,10,2,51
2019,4,454,2002,5,157,2,8,5,0,0,6,15,48
2019,4,454,1370,0,5,2,0,0,0,0,9,2,29
2019,4,454,375,0,0,0,0,0,0,0,0,2,27
2019,4,454,353,1,2,0,0,10,0,0,9,0,24
2019,4,454,2820,0,27,0,0,0,0,0,10,0,22
2019,4,454,330,0,0,0,1,0,0,11,3,3,19
2019,4,454,331,0,1,3,0,0,0,0,3,0,12
2019,4,454,505,0,0,0,0,0,0,0,4,0,12
2019,4,454,750,0,25,0,0,0,0,0,5,0,11
2019,4,454,988,2,5,1,2,0,0,0,4,3,11
2019,4,454,691,0,0,0,0,0,0,0,8,0,10
2019,4,454,150,0,4,0,0,0,0,0,3,0,9
2019,4,454,432,0,1,0,0,0,0,0,3,0,9
2019,4,454,350,0,1,0,0,0,0,0,6,2,8
2019,4,454,612,2,0,0,0,0,0,0,6,0,8
2019,4,454,1034,0,0,0,0,0,0,0,1,0,8
2019,4,454,95,0,1,0,0,0,0,0,2,0,7
2019,4,454,373,0,3,0,0,0,0,0,2,0,7
2019,4,454,382,0,4,0,0,0,0,0,7,0,7
2019,4,454,159,0,1,0,0,0,0,0,3,0,6
2019,4,454,534,0,7,1,2,0,0,0,2,2,6
2019,4,454,226,0,6,0,0,0,0,0,2,0,5
2019,4,454,589,2,1,3,2,0,0,0,6,0,5
2019,4,454,301,0,1,0,0,0,0,0,0,2,4
2019,4,454,358,0,3,0,1,0,0,0,3,3,4
2019,4,454,13,0,0,0,1,0,0,0,0,0,3
2019,4,454,121,0,1,0,0,0,0,0,2,1,3
2019,4,454,349,0,0,0,0,0,0,0,2,0,3
2019,4,454,630,0,1,0,0,3,0,0,8,6,3
2019,4,454,1327,0,10,1,1,0,0,0,26,4,3
2019,4,454,113,0,0,0,2,0,0,0,2,4,2
2019,4,454,496,0,0,0,0,0,0,0,0,0,2
2019,4,454,612,0,0,0,0,0,0,0,1,0,2
2019,4,454,1006,0,1,5,0,0,0,0,7,0,2
2019,4,454,1,0,2,0,0,0,0,0,2,0,0
2019,4,454,10,0,0,0,0,0,0,0,0,0,0
2019,4,454,25,0,0,0,0,0,0,0,0,0,0
2019,4,454,50,0,1,0,0,0,0,0,1,0,0
2019,4,454,74,0,0,0,0,0,0,0,0,0,0
2019,4,454,102,0,11,0,0,0,0,0,0,0,0
2019,4,454,102,0,0,0,0,0,0,0,0,0,0
2019,4,454,102,0,0,0,0,0,0,0,0,0,0
2019,4,454,180,0,0,0,0,0,0,0,0,0,0
2019,4,454,278,0,1,0,0,0,0,0,0,0,0
2019,4,454,313,0,0,0,0,0,0,0,1,0,0
2019,4,454,348,0,0,0,0,0,0,0,0,0,0
2019,4,454,476,0,0,0,0,0,0,0,0,0,0
2019,4,454,647,0,2,0,0,0,0,0,0,0,0
2019,4,454,1100,0,0,0,0,0,0,0,0,0,0
2019,4,454,1625,0,0,0,0,0,0,0,0,0,0
2019,4,455,2910,1,1,5,5,0,0,0,18,4,45
2019,4,455,841,0,2,3,3,0,0,0,20,1,39
2019,4,455,600,1,8,0,2,0,0,0,13,4,37
2019,4,455,430,0,0,0,0,0,0,0,5,0,24
2019,4,455,472,0,0,0,0,0,0,0,0,0,12
2019,4,455,381,0,0,0,0,0,0,0,3,0,11
2019,4,455,542,4,0,0,0,0,0,0,9,2,11
2019,4,455,355,0,0,0,0,0,0,0,12,1,9
2019,4,455,439,0,0,0,0,0,0,0,0,0,8
2019,4,455,622,3,0,0,7,0,0,0,1,3,6
2019,4,455,775,0,4,0,1,0,0,0,5,2,6
2019,4,455,598,0,0,0,0,7,0,0,7,0,4
2019,4,455,68,0,0,0,0,0,0,0,0,0,3
2019,4,455,600,0,0,0,0,0,0,0,4,0,3
2019,4,455,267,0,3,0,0,0,0,0,1,0,2
2019,4,455,282,0,2,0,0,0,0,0,4,0,2
2019,4,455,246,0,0,0,0,0,0,0,3,0,1
2019,4,455,34,0,0,0,0,0,0,0,0,0,0
2019,4,455,36,0,0,0,0,0,0,0,0,0,0
2019,4,455,65,0,0,0,0,0,0,0,0,0,0
2019,4,455,520,0,0,0,0,0,0,0,0,0,0
2019,4,456,578,0,1,0,1,0,0,0,5,24,45
2019,4,456,1400,3,4,3,4,0,0,0,8,6,42
2019,4,456,960,1,3,3,2,0,0,0,5,2,40
2019,4,456,427,0,7,2,2,0,0,0,3,2,37
2019,4,456,1910,0,0,0,1,0,0,0,6,2,35
2019,4,456,188,0,2,0,0,0,0,0,0,0,30
2019,4,456,559,0,3,5,4,0,0,0,8,5,28
2019,4,456,685,0,0,0,0,0,0,0,4,1,22
2019,4,456,563,0,2,3,1,0,0,0,10,4,20
2019,4,456,1411,0,0,0,0,0,0,0,3,0,19
2019,4,456,710,0,4,3,0,0,0,0,7,4,15
2019,4,456,2516,1,1,0,0,0,0,0,7,1,14
2019,4,456,187,0,1,0,0,0,0,0,5,0,13
2019,4,456,348,0,0,0,0,0,0,0,3,1,13
2019,4,456,883,0,0,0,1,0,0,0,10,3,13
2019,4,456,2090,1,0,6,1,0,0,0,18,9,12
2019,4,456,450,0,0,0,0,0,0,0,4,0,10
2019,4,456,526,0,0,0,0,0,0,0,5,2,9
2019,4,456,1240,0,0,0,0,0,0,0,4,0,9
2019,4,456,1567,0,0,2,0,0,0,0,14,5,9
2019,4,456,454,1,0,3,2,4,0,0,4,3,8
2019,4,456,860,0,0,7,0,0,0,0,24,4,8
2019,4,456,1724,0,0,0,0,0,0,0,0,0,8
2019,4,456,28,0,0,0,0,0,0,0,3,5,7
2019,4,456,471,0,4,0,0,0,0,0,0,0,7
2019,4,456,10,0,0,0,0,0,0,0,0,0,6
2019,4,456,655,0,3,0,0,0,0,0,13,0,6
2019,4,456,995,0,0,0,0,0,0,0,0,0,6
2019,4,456,92,0,1,0,4,0,0,0,2,1,5
2019,4,456,230,0,0,0,0,0,0,0,0,0,5
2019,4,456,430,0,0,0,0,0,0,0,2,0,5
2019,4,456,675,0,0,0,0,0,0,0,4,1,5
2019,4,456,820,0,0,0,0,0,0,0,0,2,5
2019,4,456,1006,0,0,0,0,0,0,0,5,0,4
2019,4,456,130,0,0,0,0,0,0,0,4,0,3
2019,4,456,320,0,0,0,0,0,0,0,0,0,3
2019,4,456,526,0,5,0,0,0,0,0,0,0,3
2019,4,456,650,0,0,0,0,0,0,0,1,0,3
2019,4,456,900,0,2,4,0,0,0,0,7,0,3
2019,4,456,1454,0,0,0,0,0,0,0,8,0,3
2019,4,456,206,0,0,0,0,0,0,0,0,0,2
2019,4,456,272,0,8,0,0,0,0,0,3,1,2
2019,4,456,540,0,0,0,0,0,0,0,0,0,2
2019,4,456,630,1,0,0,0,0,0,0,1,0,2
2019,4,456,41,0,0,0,0,0,0,0,0,0,1
2019,4,456,794,0,0,0,0,0,0,0,3,0,1
2019,4,456,12,0,0,0,0,0,0,0,0,0,0
2019,4,456,37,0,0,0,0,0,0,0,0,0,0
2019,4,456,185,0,0,0,0,0,0,0,0,0,0
2019,4,456,203,0,0,0,0,0,0,0,1,0,0
2019,4,456,220,0,0,0,0,0,0,0,0,0,0
2019,4,456,340,0,0,0,0,0,0,0,0,0,0
2019,4,456,520,0,0,0,0,0,0,0,0,0,0
2019,4,456,558,0,0,0,0,0,0,0,0,0,0
2019,4,456,595,0,0,0,0,0,0,0,0,0,0
2019,4,456,615,0,0,0,0,0,0,0,0,0,0
2019,4,456,684,0,0,0,0,0,0,0,4,0,0
2019,4,456,1149,0,0,0,0,0,0,0,0,0,0
2019,4,456,1728,0,0,0,0,0,0,0,0,0,0
2019,4,456,5900,0,0,0,0,0,0,0,0,0,0
2019,4,758,9200,1,202,0,19,0,13,0,37,31,181
2019,4,758,367,0,3,2,1,0,0,0,2,2,31
2019,4,758,2031,0,17,0,0,0,0,0,14,3,26
2019,4,758,597,0,3,2,0,0,0,0,6,1,24
2019,4,758,393,0,1,0,0,0,0,0,4,3,18
2019,4,758,100,0,3,0,0,0,0,0,2,0,16
2019,4,758,690,0,6,0,0,0,0,0,7,0,12
2019,4,758,748,0,2,2,2,0,0,0,5,4,12
2019,4,758,190,0,1,0,12,0,0,0,5,5,11
2019,4,758,120,0,0,0,2,0,0,0,2,8,10
2019,4,758,348,0,3,0,0,0,0,0,6,0,9
2019,4,758,268,0,21,0,2,0,0,0,2,11,8
2019,4,758,108,0,0,2,0,0,0,0,3,0,7
2019,4,758,150,0,0,0,1,0,0,0,2,2,7
2019,4,758,122,0,1,0,0,0,0,0,0,0,6
2019,4,758,200,0,14,0,0,0,0,0,2,2,6
2019,4,758,220,0,3,0,0,0,0,0,0,0,6
2019,4,758,519,0,20,0,0,0,0,0,6,1,4
2019,4,758,93,0,0,0,1,0,0,0,1,1,3
2019,4,758,143,0,2,0,0,0,0,0,4,0,3
2019,4,758,275,0,8,0,0,0,0,0,5,0,3
2019,4,758,852,0,41,0,5,0,0,0,1,0,3
2019,4,758,100,0,0,0,1,0,0,0,0,0,2
2019,4,758,108,0,0,0,1,0,0,0,4,0,2
2019,4,758,118,0,0,0,0,0,0,0,2,0,2
2019,4,758,190,0,0,0,9,0,0,0,0,2,1
2019,4,758,223,0,1,0,0,0,0,0,0,0,1
2019,4,758,486,0,3,0,0,0,0,0,4,0,1
2019,4,758,1,0,0,0,0,0,0,0,0,0,0
2019,4,758,62,0,0,0,0,0,0,0,0,1,0
2019,4,758,81,0,0,0,0,0,0,0,0,0,0
2019,4,758,88,0,0,0,0,0,0,0,0,0,0
2019,4,758,88,0,0,0,0,0,0,0,2,0,0
2019,4,758,140,0,0,0,0,0,0,0,0,0,0
2019,4,758,175,0,0,0,0,0,0,0,0,0,0
2019,4,758,239,0,0,0,0,0,0,0,0,0,0
2019,4,758,303,0,0,0,0,0,0,0,0,0,0
2019,4,758,348,0,0,0,0,0,0,0,0,0,0
2019,4,758,1555,0,0,0,0,0,0,0,1,0,0
2019,4,759,2349,0,25,0,0,0,0,0,13,14,137
2019,4,759,248,0,5,0,0,0,0,0,7,1,53
2019,4,759,838,0,6,0,0,0,0,0,4,0,41
2019,4,759,430,1,7,0,0,0,0,0,11,1,34
2019,4,759,1380,0,21,0,0,0,0,0,8,1,32
2019,4,759,500,0,0,0,0,0,0,0,0,0,16
2019,4,759,402,0,10,0,0,0,0,0,5,0,13
2019,4,759,895,0,0,0,0,0,0,0,0,0,13
2019,4,759,323,0,3,0,0,0,0,0,1,0,9
2019,4,759,257,0,0,0,0,0,0,0,5,1,8
2019,4,759,306,0,0,0,0,0,0,0,1,0,8
2019,4,759,1650,0,3,0,0,0,0,0,3,0,8
2019,4,759,378,0,28,0,0,0,0,0,2,0,6
2019,4,759,280,0,0,0,0,0,0,0,0,0,5
2019,4,759,135,0,2,0,0,0,0,0,0,0,4
2019,4,759,74,0,0,0,0,0,0,0,1,0,3
2019,4,759,310,0,0,0,0,0,0,0,2,0,3
2019,4,759,36,0,0,0,0,0,0,0,0,0,2
2019,4,759,235,0,1,0,0,0,0,0,0,0,2
2019,4,759,306,0,0,0,0,0,0,0,0,0,2
2019,4,759,313,0,0,0,0,0,0,0,0,0,2
2019,4,759,354,0,2,0,0,0,0,0,4,0,2
2019,4,759,364,0,2,0,0,0,0,0,1,1,2
2019,4,759,396,0,0,0,0,0,0,0,0,0,2
2019,4,759,456,0,0,0,0,0,0,0,0,0,2
2019,4,759,351,0,2,3,2,0,0,0,6,3,1
2019,4,759,351,0,1,0,0,0,0,0,4,0,1
2019,4,759,70,0,3,0,0,0,0,0,0,0,0
2019,4,759,92,0,0,0,0,0,0,0,1,0,0
2019,4,759,105,0,1,0,0,0,0,0,0,0,0
2019,4,759,114,0,1,0,0,0,0,0,0,0,0
2019,4,759,119,0,0,0,0,0,0,0,0,0,0
2019,4,759,188,0,0,0,0,0,0,0,2,1,0
2019,4,759,250,0,4,0,0,0,0,0,2,0,0
2019,4,759,366,0,5,0,0,0,0,0,0,0,0
2019,4,759,371,0,0,0,0,0,0,0,0,0,0
